Age,Year,Rate,Count,Pop
48 years,2015,3.3012,11,"333,213"
48 years,2016,3.8728,13,"335,674"
48 years,2017,5.7809,20,"345,964"
48 years,2018,3.0121,11,"365,194"
48 years,2019,2.8195,10,"354,669"
49 years,1975-2019,4.6112,569,"12,339,473"
49 years,1975,6.0694,11,"181,236"
49 years,1976,6.1391,11,"179,178"
49 years,1977,7.2405,13,"179,545"
49 years,1978,6.1898,11,"177,713"
49 years,1979,8.7323,16,"183,228"
49 years,1980,3.991,7,"175,394"
49 years,1981,7.0378,12,"170,508"
49 years,1982,4.812,8,"166,250"
49 years,1983,7.7717,13,"167,274"
49 years,1984,4.5896,8,"174,309"
49 years,1985,4.5445,8,"176,038"
49 years,1986,8.3894,15,"178,796"
49 years,1987,5.844,11,"188,226"
49 years,1988,5.7044,11,"192,835"
49 years,1989,2.5393,5,"196,907"
49 years,1990,3.3827,7,"206,937"
49 years,1991,4.5764,10,"218,511"
49 years,1992,1.5889,4,"251,744"
49 years,1993,4.5455,11,"242,000"
49 years,1994,3.701,9,"243,180"
49 years,1995,5.4865,13,"236,945"
49 years,1996,3.0901,10,"323,616"
49 years,1997,2.9674,9,"303,294"
49 years,1998,4.9199,15,"304,882"
49 years,1999,5.1348,16,"311,599"
49 years,2000,4.776,15,"314,068"
49 years,2001,5.906,19,"321,706"
49 years,2002,4.5317,15,"330,998"
49 years,2003,2.6587,9,"338,507"
49 years,2004,5.6753,20,"352,404"
49 years,2005,6.8796,24,"348,856"
49 years,2006,2.773,10,"360,615"
49 years,2007,3.3007,12,"363,562"
49 years,2008,3.0367,11,"362,237"
49 years,2009,5.2596,20,"380,256"
49 years,2010,3.2291,12,"371,615"
49 years,2011,5.4574,20,"366,477"
49 years,2012,3.5418,13,"367,040"
49 years,2013,4.6728,17,"363,807"
49 years,2014,3.643,13,"356,851"
49 years,2015,4.4469,15,"337,316"
49 years,2016,5.1202,17,"332,020"
49 years,2017,3.2953,11,"333,812"
49 years,2018,5.8096,20,"344,257"
49 years,2019,3.3065,12,"362,924"
50 years,1975-2019,5.2948,640,"12,087,352"
50 years,1975,8.1945,15,"183,050"
50 years,1976,9.5663,17,"177,707"
50 years,1977,6.8869,12,"174,243"
50 years,1978,8.0782,14,"173,305"
50 years,1979,9.9806,17,"170,330"
50 years,1980,7.9158,14,"176,862"
50 years,1981,7.4267,13,"175,044"
50 years,1982,4.7042,8,"170,061"
50 years,1983,4.8235,8,"165,854"
50 years,1984,5.9999,10,"166,670"
50 years,1985,4.6264,8,"172,922"
50 years,1986,2.8794,5,"173,647"
50 years,1987,7.3828,13,"176,086"
50 years,1988,8.0884,15,"185,451"
50 years,1989,3.1754,6,"188,951"
50 years,1990,5.191,10,"192,641"
50 years,1991,4.9538,10,"201,866"
50 years,1992,5.5856,12,"214,839"
50 years,1993,5.6307,14,"248,637"
50 years,1994,4.9895,12,"240,505"
50 years,1995,2.466,6,"243,309"
50 years,1996,1.2571,3,"238,640"
50 years,1997,4.5683,15,"328,349"
50 years,1998,3.8718,12,"309,933"
50 years,1999,6.0725,19,"312,888"
50 years,2000,4.7269,15,"317,330"
50 years,2001,6.0862,19,"312,182"
50 years,2002,5.9501,19,"319,324"
50 years,2003,4.2615,14,"328,523"
50 years,2004,6.25,21,"336,000"
50 years,2005,4.003,14,"349,736"
50 years,2006,5.7678,20,"346,754"
50 years,2007,5.0238,18,"358,293"
50 years,2008,3.6043,13,"360,685"
50 years,2009,4.4525,16,"359,351"
50 years,2010,4.7854,18,"376,145"
50 years,2011,6.7409,25,"370,873"
50 years,2012,3.8269,14,"365,833"
50 years,2013,4.9238,18,"365,575"
50 years,2014,4.9692,18,"362,232"
50 years,2015,5.9063,21,"355,550"
50 years,2016,6.2452,21,"336,256"
50 years,2017,2.42,8,"330,585"
50 years,2018,6.0234,20,"332,040"
50 years,2019,5.8429,20,"342,295"
51 years,1975-2019,5.7596,678,"11,771,649"
51 years,1975,7.608,14,"184,017"
51 years,1976,9.1888,17,"185,008"
51 years,1977,10.5588,19,"179,944"
51 years,1978,10.1646,18,"177,086"
51 years,1979,7.3512,13,"176,843"
51 years,1980,8.6926,15,"172,560"
51 years,1981,10.4766,18,"171,812"
51 years,1982,5.9004,10,"169,481"
51 years,1983,6.0787,10,"164,508"
51 years,1984,8.1084,13,"160,328"
51 years,1985,9.9412,16,"160,947"
51 years,1986,3.6059,6,"166,395"
51 years,1987,7.7759,13,"167,183"
51 years,1988,5.299,9,"169,844"
51 years,1989,5.6064,10,"178,366"
51 years,1990,6.0643,11,"181,390"
51 years,1991,7.0098,13,"185,454"
51 years,1992,6.17,12,"194,489"
51 years,1993,5.8077,12,"206,621"
51 years,1994,5.443,13,"238,839"
51 years,1995,5.1988,12,"230,823"
51 years,1996,3.0002,7,"233,315"
51 years,1997,4.7983,11,"229,248"
51 years,1998,5.0788,16,"315,033"
51 years,1999,5.0648,15,"296,159"
51 years,2000,3.3167,10,"301,502"
51 years,2001,3.1673,10,"315,729"
51 years,2002,5.4688,17,"310,853"
51 years,2003,5.3418,17,"318,245"
51 years,2004,4.8747,16,"328,225"
51 years,2005,5.3534,18,"336,237"
51 years,2006,2.846,10,"351,375"
51 years,2007,7.169,25,"348,722"
51 years,2008,7.2095,26,"360,633"
51 years,2009,6.0503,22,"363,618"
51 years,2010,5.5242,20,"362,045"
51 years,2011,4.5368,17,"374,714"
51 years,2012,5.6831,21,"369,518"
51 years,2013,4.6711,17,"363,940"
51 years,2014,5.4971,20,"363,831"
51 years,2015,5.8237,21,"360,593"
51 years,2016,5.9378,21,"353,667"
51 years,2017,4.1857,14,"334,475"
51 years,2018,4.5651,15,"328,581"
51 years,2019,5.4636,18,"329,453"
52 years,1975-2019,5.8135,672,"11,559,244"
52 years,1975,12.6704,23,"181,526"
52 years,1976,10.456,19,"181,714"
52 years,1977,8.2171,15,"182,546"
52 years,1978,7.88,14,"177,665"
52 years,1979,10.8552,19,"175,031"
52 years,1980,5.1237,9,"175,655"
52 years,1981,6.3983,11,"171,922"
52 years,1982,7.0298,12,"170,702"
52 years,1983,10.697,18,"168,272"
52 years,1984,6.1258,10,"163,243"
52 years,1985,6.2897,10,"158,991"
52 years,1986,6.2829,10,"159,163"
52 years,1987,6.6763,11,"164,762"
52 years,1988,10.8478,18,"165,932"
52 years,1989,7.1318,12,"168,261"
52 years,1990,7.3756,13,"176,257"
52 years,1991,7.7479,14,"180,694"
52 years,1992,8.0949,15,"185,303"
52 years,1993,8.2316,16,"194,372"
52 years,1994,4.8408,10,"206,576"
52 years,1995,3.7643,9,"239,087"
52 years,1996,4.3223,10,"231,358"
52 years,1997,5.5391,13,"234,696"
52 years,1998,3.0337,7,"230,739"
52 years,1999,4.4222,14,"316,584"
52 years,2000,6.0311,18,"298,452"
52 years,2001,5.6758,17,"299,518"
52 years,2002,4.1527,13,"313,048"
52 years,2003,4.5467,14,"307,914"
52 years,2004,1.9012,6,"315,593"
52 years,2005,6.7657,22,"325,169"
52 years,2006,5.9936,20,"333,687"
52 years,2007,4.0189,14,"348,351"
52 years,2008,6.0796,21,"345,415"
52 years,2009,3.3607,12,"357,066"
52 years,2010,5.8286,21,"360,295"
52 years,2011,5.547,20,"360,555"
52 years,2012,3.2129,12,"373,491"
52 years,2013,6.5294,24,"367,570"
52 years,2014,5.8014,21,"361,981"
52 years,2015,6.3565,23,"361,834"
52 years,2016,3.0675,11,"358,601"
52 years,2017,5.1229,18,"351,366"
52 years,2018,6.322,21,"332,173"
52 years,2019,3.6797,12,"326,114"
53 years,1975-2019,6.3361,721,"11,379,328"
53 years,1975,10.9289,20,"183,001"
53 years,1976,9.4475,17,"179,942"
53 years,1977,4.4357,8,"180,354"
53 years,1978,5.5064,10,"181,607"
53 years,1979,9.032,16,"177,148"
53 years,1980,4.5561,8,"175,587"
53 years,1981,4.5185,8,"177,051"
53 years,1982,10.998,19,"172,759"
53 years,1983,9.9219,17,"171,338"
53 years,1984,8.8823,15,"168,875"
53 years,1985,12.2161,20,"163,719"
53 years,1986,7.5514,12,"158,910"
53 years,1987,6.9098,11,"159,195"
53 years,1988,10.2869,17,"165,258"
53 years,1989,9.6332,16,"166,093"
53 years,1990,7.7727,13,"167,252"
53 years,1991,6.2137,11,"177,028"
53 years,1992,7.1624,13,"181,504"
53 years,1993,6.466,12,"185,585"
53 years,1994,10.3001,20,"194,172"
53 years,1995,9.2199,19,"206,077"
53 years,1996,5.8827,14,"237,985"
53 years,1997,5.2049,12,"230,550"
53 years,1998,7.2868,17,"233,299"
53 years,1999,5.6936,13,"228,325"
53 years,2000,6.4353,20,"310,787"
53 years,2001,6.0726,18,"296,414"
53 years,2002,6.3823,19,"297,699"
53 years,2003,5.1407,16,"311,243"
53 years,2004,6.8507,21,"306,536"
53 years,2005,5.7238,18,"314,477"
53 years,2006,8.0042,26,"324,831"
53 years,2007,4.1973,14,"333,547"
53 years,2008,6.3159,22,"348,326"
53 years,2009,6.6522,23,"345,751"
53 years,2010,4.7615,17,"357,034"
53 years,2011,3.8986,14,"359,105"
53 years,2012,6.1287,22,"358,964"
53 years,2013,5.6505,21,"371,649"
53 years,2014,3.2815,12,"365,686"
53 years,2015,4.4405,16,"360,316"
53 years,2016,4.4478,16,"359,725"
53 years,2017,5.8974,21,"356,089"
53 years,2018,3.1511,11,"349,087"
53 years,2019,4.8566,16,"329,448"
54 years,1975-2019,7.339,827,"11,268,517"
54 years,1975,10.2257,18,"176,027"
54 years,1976,13.2507,24,"181,123"
54 years,1977,12.3375,22,"178,318"
54 years,1978,11.1603,20,"179,207"
54 years,1979,4.4204,8,"180,978"
54 years,1980,8.4349,15,"177,832"
54 years,1981,10.0943,18,"178,318"
54 years,1982,9.4799,17,"179,326"
54 years,1983,9.1449,16,"174,961"
54 years,1984,8.0671,14,"173,545"
54 years,1985,7.0233,12,"170,860"
54 years,1986,15.1377,25,"165,151"
54 years,1987,4.3596,7,"160,564"
54 years,1988,10.5388,17,"161,309"
54 years,1989,10.1843,17,"166,923"
54 years,1990,9.5226,16,"168,022"
54 years,1991,12.3122,21,"170,562"
54 years,1992,6.6352,12,"180,854"
54 years,1993,5.3978,10,"185,260"
54 years,1994,6.3381,12,"189,330"
54 years,1995,6.5609,13,"198,143"
54 years,1996,5.7055,12,"210,324"
54 years,1997,6.5707,16,"243,504"
54 years,1998,5.9364,14,"235,834"
54 years,1999,4.6201,11,"238,089"
54 years,2000,3.8381,9,"234,494"
54 years,2001,7.4405,23,"309,118"
54 years,2002,6.4422,19,"294,932"
54 years,2003,5.3955,16,"296,542"
54 years,2004,4.8291,15,"310,616"
54 years,2005,6.8548,21,"306,353"
54 years,2006,7.6114,24,"315,316"
54 years,2007,5.5195,18,"326,114"
54 years,2008,7.1548,24,"335,439"
54 years,2009,6.5673,23,"350,218"
54 years,2010,6.0489,21,"347,168"
54 years,2011,6.1917,22,"355,316"
54 years,2012,6.4369,23,"357,316"
54 years,2013,7.2823,26,"357,031"
54 years,2014,7.8547,29,"369,205"
54 years,2015,6.8758,25,"363,593"
54 years,2016,7.8151,28,"358,279"
54 years,2017,5.5984,20,"357,242"
54 years,2018,7.9185,28,"353,601"
54 years,2019,7.5088,26,"346,260"
55 years,1975-2019,7.3826,807,"10,931,164"
55 years,1975,13.5947,24,"176,539"
55 years,1976,15.0202,26,"173,100"
55 years,1977,5.6715,10,"176,319"
55 years,1978,6.3459,11,"173,340"
55 years,1979,14.8332,26,"175,283"
55 years,1980,6.1578,11,"178,635"
55 years,1981,12.7013,22,"173,211"
55 years,1982,8.6905,15,"172,603"
55 years,1983,3.4641,6,"173,203"
55 years,1984,8.8783,15,"168,952"
55 years,1985,7.7617,13,"167,490"
55 years,1986,10.9129,18,"164,942"
55 years,1987,7.4947,12,"160,114"
55 years,1988,7.6866,12,"156,115"
55 years,1989,8.9456,14,"156,502"
55 years,1990,7.2627,12,"165,227"
55 years,1991,9.1525,15,"163,890"
55 years,1992,12.5899,21,"166,801"
55 years,1993,9.0424,16,"176,944"
55 years,1994,6.6175,12,"181,336"
55 years,1995,6.4704,12,"185,461"
55 years,1996,7.2051,14,"194,307"
55 years,1997,6.7674,14,"206,875"
55 years,1998,7.5197,18,"239,372"
55 years,1999,4.7545,11,"231,361"
55 years,2000,6.0257,14,"232,338"
55 years,2001,5.1623,12,"232,453"
55 years,2002,8.1746,25,"305,825"
55 years,2003,8.2405,24,"291,245"
55 years,2004,6.1444,18,"292,948"
55 years,2005,4.5639,14,"306,752"
55 years,2006,5.6166,17,"302,673"
55 years,2007,6.7429,21,"311,439"
55 years,2008,7.152,23,"321,590"
55 years,2009,4.8407,16,"330,531"
55 years,2010,7.2359,25,"345,498"
55 years,2011,8.6755,30,"345,803"
55 years,2012,7.3474,26,"353,867"
55 years,2013,7.8807,28,"355,300"
55 years,2014,4.5064,16,"355,051"
55 years,2015,4.6307,17,"367,115"
55 years,2016,8.0229,29,"361,464"
55 years,2017,6.4625,23,"355,897"
55 years,2018,6.484,23,"354,722"
55 years,2019,7.4131,26,"350,731"
56 years,1975-2019,8.5446,912,"10,673,465"
56 years,1975,10.9436,18,"164,479"
56 years,1976,14.4181,25,"173,393"
56 years,1977,13.0183,22,"168,993"
56 years,1978,12.6591,22,"173,788"
56 years,1979,14.4974,25,"172,445"
56 years,1980,13.1054,23,"175,500"
56 years,1981,18.8291,33,"175,261"
56 years,1982,10.0092,17,"169,844"
56 years,1983,13.5153,23,"170,178"
56 years,1984,11.0805,19,"171,473"
56 years,1985,13.1106,22,"167,803"
56 years,1986,10.1906,17,"166,820"
56 years,1987,8.486,14,"164,977"
56 years,1988,8.0977,13,"160,540"
56 years,1989,14.6892,23,"156,578"
56 years,1990,10.2371,16,"156,295"
56 years,1991,7.195,12,"166,783"
56 years,1992,9.7045,16,"164,872"
56 years,1993,11.9743,20,"167,024"
56 years,1994,9.076,16,"176,290"
56 years,1995,6.6696,12,"179,921"
56 years,1996,5.9993,11,"183,356"
56 years,1997,11.9995,23,"191,675"
56 years,1998,8.8611,18,"203,136"
56 years,1999,10.2748,24,"233,582"
